"V1"	"V4"
"5005"	"MIMAT0004190_st"	"bmo-let-7-5p"
"5006"	"MIMAT0015221_st"	"bmo-let-7-3p"
"5007"	"MIMAT0015222_st"	"bmo-miR-1a-5p"
"5008"	"MIMAT0004191_st"	"bmo-miR-1a-3p"
"5009"	"MIMAT0004192_st"	"bmo-miR-7-5p"
"5010"	"MIMAT0015223_st"	"bmo-miR-7-3p"
"5011"	"MIMAT0015224_st"	"bmo-miR-8-5p"
"5012"	"MIMAT0004193_st"	"bmo-miR-8-3p"
"5013"	"MIMAT0004194_st"	"bmo-miR-9a-5p"
"5014"	"MIMAT0015225_st"	"bmo-miR-9a-3p"
"5015"	"MIMAT0004195_st"	"bmo-miR-10-5p"
"5016"	"MIMAT0015226_st"	"bmo-miR-10-3p"
"5017"	"MIMAT0015227_st"	"bmo-miR-14-5p"
"5018"	"MIMAT0004196_st"	"bmo-miR-14-3p"
"5019"	"MIMAT0004197_st"	"bmo-miR-34-5p"
"5020"	"MIMAT0015228_st"	"bmo-miR-34-3p"
"5021"	"MIMAT0004198_st"	"bmo-miR-124"
"5022"	"MIMAT0004199_st"	"bmo-miR-263b-5p"
"5023"	"MIMAT0015229_st"	"bmo-miR-263b-3p"
"5024"	"MIMAT0004200_st"	"bmo-miR-263a-5p"
"5025"	"MIMAT0015230_st"	"bmo-miR-263a-3p"
"5026"	"MIMAT0015231_st"	"bmo-miR-275-5p"
"5027"	"MIMAT0004201_st"	"bmo-miR-275-3p"
"5028"	"MIMAT0004202_st"	"bmo-miR-276-5p"
"5029"	"MIMAT0015232_st"	"bmo-miR-276-3p"
"5030"	"MIMAT0015233_st"	"bmo-miR-277-5p"
"5031"	"MIMAT0004203_st"	"bmo-miR-277-3p"
"5032"	"MIMAT0004204_st"	"bmo-miR-279a"
"5033"	"MIMAT0004205_st"	"bmo-miR-282-5p"
"5034"	"MIMAT0015234_st"	"bmo-miR-282-3p"
"5035"	"MIMAT0004206_st"	"bmo-miR-283-5p"
"5036"	"MIMAT0015235_st"	"bmo-miR-283-3p"
"5037"	"MIMAT0004207_st"	"bmo-miR-305-5p"
"5038"	"MIMAT0015236_st"	"bmo-miR-305-3p"
"5039"	"MIMAT0015237_st"	"bmo-miR-307-5p"
"5040"	"MIMAT0004208_st"	"bmo-miR-307-3p"
"5041"	"MIMAT0003712_st"	"kshv-miR-K12-12-5p"
"5042"	"MIMAT0015238_st"	"kshv-miR-K12-12-3p"
"5043"	"MIMAT0003713_st"	"ebv-miR-BART15"
"5044"	"MIMAT0003714_st"	"ebv-miR-BART16"
"5045"	"MIMAT0003715_st"	"ebv-miR-BART17-5p"
"5046"	"MIMAT0003716_st"	"ebv-miR-BART17-3p"
"5047"	"MIMAT0003717_st"	"ebv-miR-BART18-5p"
"5048"	"MIMAT0004835_st"	"ebv-miR-BART18-3p"
"5049"	"MIMAT0004836_st"	"ebv-miR-BART19-5p"
"5050"	"MIMAT0003718_st"	"ebv-miR-BART19-3p"
"5051"	"MIMAT0003719_st"	"ebv-miR-BART20-5p"
"5052"	"MIMAT0003720_st"	"ebv-miR-BART20-3p"
"5053"	"MIMAT0003774_st"	"gga-miR-21-5p"
"5054"	"MIMAT0026643_st"	"gga-miR-21-3p"
"5055"	"MIMAT0003775_st"	"gga-miR-451"
"5056"	"MIMAT0026644_st"	"gga-miR-144-5p"
"5057"	"MIMAT0003776_st"	"gga-miR-144-3p"
"5058"	"MIMAT0026645_st"	"gga-miR-456-5p"
"5059"	"MIMAT0003777_st"	"gga-miR-456-3p"
"5060"	"MIMAT0003778_st"	"gga-miR-460a-5p"
"5061"	"MIMAT0026646_st"	"gga-miR-460a-3p"
"5062"	"MIMAT0003779_st"	"gga-miR-757"
"5063"	"MIMAT0017261_st"	"mmu-miR-490-5p"
"5064"	"MIMAT0003780_st"	"mmu-miR-490-3p"
"5065"	"MIMAT0003781_st"	"mmu-miR-676-5p"
"5066"	"MIMAT0003782_st"	"mmu-miR-676-3p"
"5067"	"MIMAT0004837_st"	"mmu-miR-615-5p"
"5068"	"MIMAT0003783_st"	"mmu-miR-615-3p"
"5069"	"MIMAT0003784_st"	"bta-miR-106a"
"5070"	"MIMAT0003785_st"	"bta-miR-107"
"5071"	"MIMAT0003786_st"	"bta-miR-10a"
"5072"	"MIMAT0003787_st"	"bta-miR-127"
"5073"	"MIMAT0003788_st"	"bta-miR-139"
"5074"	"MIMAT0003789_st"	"bta-miR-140"
"5075"	"MIMAT0003790_st"	"bta-miR-142-5p"
"5076"	"MIMAT0003791_st"	"bta-miR-142-3p"
"5077"	"MIMAT0003792_st"	"bta-miR-15b"
"5078"	"MIMAT0003793_st"	"bta-miR-181b"
"5079"	"MIMAT0003794_st"	"bta-miR-193a-5p"
"5080"	"MIMAT0003795_st"	"bta-miR-193a-3p"
"5081"	"MIMAT0003796_st"	"bta-miR-20b"
"5082"	"MIMAT0003797_st"	"bta-miR-215"
"5083"	"MIMAT0003798_st"	"bta-miR-218"
"5084"	"MIMAT0003799_st"	"bta-miR-30e-5p"
"5085"	"MIMAT0003800_st"	"bta-miR-345-5p"
"5086"	"MIMAT0012535_st"	"bta-miR-345-3p"
"5087"	"MIMAT0003801_st"	"bta-miR-369-5p"
"5088"	"MIMAT0003802_st"	"bta-miR-369-3p"
"5089"	"MIMAT0003803_st"	"bta-miR-380-5p"
"5090"	"MIMAT0003804_st"	"bta-miR-380-3p"
"5091"	"MIMAT0003805_st"	"bta-miR-487a"
"5092"	"MIMAT0003806_st"	"bta-miR-545-5p"
"5093"	"MIMAT0003807_st"	"bta-miR-545-3p"
"5094"	"MIMAT0009383_st"	"bta-miR-92a"
"5095"	"MIMAT0003809_st"	"bta-miR-98"
"5096"	"MIMAT0003810_st"	"bta-let-7d"
"5097"	"MIMAT0003811_st"	"bta-miR-124a"
"5098"	"MIMAT0003812_st"	"bta-miR-132"
"5099"	"MIMAT0003813_st"	"bta-miR-138"
"5100"	"MIMAT0003814_st"	"bta-miR-148b"
"5101"	"MIMAT0003815_st"	"bta-miR-17-5p"
"5102"	"MIMAT0003816_st"	"bta-miR-17-3p"
"5103"	"MIMAT0003817_st"	"bta-miR-181c"
"5104"	"MIMAT0003818_st"	"bta-miR-186"
"5105"	"MIMAT0003819_st"	"bta-miR-191"
"5106"	"MIMAT0003820_st"	"bta-miR-192"
"5107"	"MIMAT0003821_st"	"bta-miR-199b"
"5108"	"MIMAT0003822_st"	"bta-miR-200a"
"5109"	"MIMAT0003823_st"	"bta-miR-200c"
"5110"	"MIMAT0003824_st"	"bta-miR-210"
"5111"	"MIMAT0003825_st"	"bta-miR-214"
"5112"	"MIMAT0003826_st"	"bta-miR-22-5p"
"5113"	"MIMAT0012536_st"	"bta-miR-22-3p"
"5114"	"MIMAT0003827_st"	"bta-miR-23a"
"5115"	"MIMAT0003828_st"	"bta-miR-29b"
"5116"	"MIMAT0003829_st"	"bta-miR-29c"
"5117"	"MIMAT0003830_st"	"bta-miR-361"
"5118"	"MIMAT0012537_st"	"bta-miR-423-5p"
"5119"	"MIMAT0003831_st"	"bta-miR-423-3p"
"5120"	"MIMAT0003832_st"	"bta-miR-425-5p"
"5121"	"MIMAT0003833_st"	"bta-miR-425-3p"
"5122"	"MIMAT0003834_st"	"bta-miR-450a"
"5123"	"MIMAT0003835_st"	"bta-miR-455-5p"
"5124"	"MIMAT0003836_st"	"bta-miR-455-3p"
"5125"	"MIMAT0003837_st"	"bta-miR-93"
"5126"	"MIMAT0003838_st"	"bta-let-7g"
"5127"	"MIMAT0003839_st"	"bta-miR-10b"
"5128"	"MIMAT0003840_st"	"bta-miR-24-3p"
"5129"	"MIMAT0003841_st"	"bta-miR-30a-5p"
"5130"	"MIMAT0003842_st"	"bta-miR-200b"
"5131"	"MIMAT0003843_st"	"bta-miR-7"
"5132"	"MIMAT0003844_st"	"bta-let-7a-5p"
"5133"	"MIMAT0003845_st"	"bta-miR-150"
"5134"	"MIMAT0003846_st"	"bta-miR-342"
"5135"	"MIMAT0003847_st"	"bta-miR-487b"
"5136"	"MIMAT0003848_st"	"bta-miR-532"
"5137"	"MIMAT0003849_st"	"bta-miR-122"
"5138"	"MIMAT0003850_st"	"bta-miR-30c"
"5139"	"MIMAT0003851_st"	"bta-let-7i"
"5140"	"MIMAT0012538_st"	"bta-miR-23b-5p"
"5141"	"MIMAT0003852_st"	"bta-miR-23b-3p"
"5142"	"MIMAT0003853_st"	"bta-miR-25"
"5143"	"MIMAT0003854_st"	"bta-miR-34c"
"5144"	"MIMAT0003855_st"	"bta-miR-363"
"5145"	"MIMAT0003856_st"	"mtr-miR395c"
"5146"	"MIMAT0003857_st"	"mtr-miR395d"
"5147"	"MIMAT0003858_st"	"mtr-miR395e"
"5148"	"MIMAT0003859_st"	"mtr-miR395f"
"5149"	"MIMAT0003860_st"	"mtr-miR395g"
"5150"	"MIMAT0003861_st"	"mtr-miR395h"
"5151"	"MIMAT0003862_st"	"mtr-miR395i"
"5152"	"MIMAT0003863_st"	"mtr-miR395j"
"5153"	"MIMAT0003865_st"	"mtr-miR395l"
"5154"	"MIMAT0003866_st"	"mtr-miR395m"
"5155"	"MIMAT0003867_st"	"mtr-miR395n"
"5156"	"MIMAT0003868_st"	"mtr-miR395o"
"5157"	"MIMAT0003869_st"	"mtr-miR395k"
"5158"	"MIMAT0003870_st"	"osa-miR395m"
"5159"	"MIMAT0003871_st"	"osa-miR395n"
"5160"	"MIMAT0003872_st"	"osa-miR395o"
"5161"	"MIMAT0003873_st"	"osa-miR395p"
"5162"	"MIMAT0003874_st"	"osa-miR395q"
"5163"	"MIMAT0003876_st"	"osa-miR395v"
"5164"	"MIMAT0003877_st"	"osa-miR395w"
"5165"	"MIMAT0003878_st"	"osa-miR395r"
"5166"	"MIMAT0003920_st"	"mdv1-miR-M1-5p"
"5167"	"MIMAT0005801_st"	"mdv1-miR-M1-3p"
"5168"	"MIMAT0003921_st"	"mdv1-miR-M2-5p"
"5169"	"MIMAT0003922_st"	"mdv1-miR-M2-3p"
"5170"	"MIMAT0003923_st"	"mdv1-miR-M3-5p"
"5171"	"MIMAT0009207_st"	"mdv1-miR-M3-3p"
"5172"	"MIMAT0003924_st"	"mdv1-miR-M4-5p"
"5173"	"MIMAT0003925_st"	"mdv1-miR-M4-3p"
"5174"	"MIMAT0005802_st"	"mdv1-miR-M5-5p"
"5175"	"MIMAT0003926_st"	"mdv1-miR-M5-3p"
"5176"	"MIMAT0005803_st"	"mdv1-miR-M6-5p"
"5177"	"MIMAT0003927_st"	"mdv1-miR-M6-3p"
"5178"	"MIMAT0005804_st"	"mdv1-miR-M7-5p"
"5179"	"MIMAT0003928_st"	"mdv1-miR-M7-3p"
"5180"	"MIMAT0005805_st"	"mdv1-miR-M8-5p"
"5181"	"MIMAT0003929_st"	"mdv1-miR-M8-3p"
"5182"	"MIMAT0003930_st"	"ath-miR771"
"5183"	"MIMAT0003931_st"	"ath-miR472"
"5184"	"MIMAT0003932_st"	"ath-miR773a"
"5185"	"MIMAT0003933_st"	"ath-miR774a"
"5186"	"MIMAT0003934_st"	"ath-miR775"
"5187"	"MIMAT0003935_st"	"ath-miR776"
"5188"	"MIMAT0003936_st"	"ath-miR777"
"5189"	"MIMAT0003937_st"	"ath-miR778"
"5190"	"MIMAT0004329_st"	"ath-miR779.2"
"5191"	"MIMAT0003938_st"	"ath-miR779.1"
"5192"	"MIMAT0004218_st"	"ath-miR780.1"
"5193"	"MIMAT0003939_st"	"ath-miR780.2"
"5194"	"MIMAT0003940_st"	"ath-miR781a"
"5195"	"MIMAT0003941_st"	"ath-miR782"
"5196"	"MIMAT0003943_st"	"ptc-miR171k"
"5197"	"MIMAT0022932_st"	"ptc-miR403c-5p"
"5198"	"MIMAT0003944_st"	"ptc-miR403c-3p"
"5199"	"MIMAT0003945_st"	"hsa-miR-765"
"5200"	"MIMAT0003948_st"	"hsa-miR-770-5p"
"5201"	"MIMAT0003949_st"	"sme-bantam-a"
"5202"	"MIMAT0012085_st"	"sme-bantam-b-5p"
"5203"	"MIMAT0003950_st"	"sme-bantam-b-3p"
"5204"	"MIMAT0012086_st"	"sme-bantam-c-5p"
"5205"	"MIMAT0003951_st"	"sme-bantam-c-3p"
"5206"	"MIMAT0003952_st"	"sme-let-7a-5p"
"5207"	"MIMAT0012087_st"	"sme-let-7a-3p"
"5208"	"MIMAT0003953_st"	"sme-let-7b-5p"
"5209"	"MIMAT0003954_st"	"sme-let-7b-3p"
"5210"	"MIMAT0003955_st"	"sme-let-7c-5p"
"5211"	"MIMAT0012088_st"	"sme-let-7c-3p"
"5212"	"MIMAT0003956_st"	"sme-lin-4-5p"
"5213"	"MIMAT0012089_st"	"sme-lin-4-3p"
"5214"	"MIMAT0012090_st"	"sme-miR-1a-5p"
"5215"	"MIMAT0003960_st"	"sme-miR-1a-3p"
"5216"	"MIMAT0012091_st"	"sme-miR-1b-5p"
"5217"	"MIMAT0003961_st"	"sme-miR-1b-3p"
"5218"	"MIMAT0012092_st"	"sme-miR-1c-5p"
"5219"	"MIMAT0003962_st"	"sme-miR-1c-3p"
"5220"	"MIMAT0003964_st"	"sme-miR-2a-1-5p"
"5221"	"MIMAT0003963_st"	"sme-miR-2a-3p"
"5222"	"MIMAT0012093_st"	"sme-miR-2a-2-5p"
"5223"	"MIMAT0003965_st"	"sme-miR-2b-5p"
"5224"	"MIMAT0003966_st"	"sme-miR-2b-3p"
"5225"	"MIMAT0012094_st"	"sme-miR-2c-5p"
"5226"	"MIMAT0003967_st"	"sme-miR-2c-3p"
"5227"	"MIMAT0012095_st"	"sme-miR-2d-5p"
"5228"	"MIMAT0003968_st"	"sme-miR-2d-3p"
"5229"	"MIMAT0003969_st"	"sme-miR-7a-5p"
"5230"	"MIMAT0012096_st"	"sme-miR-7a-3p"
"5231"	"MIMAT0003970_st"	"sme-miR-7b-5p"
"5232"	"MIMAT0012097_st"	"sme-miR-7b-3p"
"5233"	"MIMAT0003971_st"	"sme-miR-7c-5p"
"5234"	"MIMAT0012098_st"	"sme-miR-7c-3p"
"5235"	"MIMAT0012099_st"	"sme-miR-8a-5p"
"5236"	"MIMAT0003972_st"	"sme-miR-8a-3p"
"5237"	"MIMAT0003973_st"	"sme-miR-10b-5p"
"5238"	"MIMAT0003974_st"	"sme-miR-10b-3p"
"5239"	"MIMAT0003975_st"	"sme-miR-12-5p"
"5240"	"MIMAT0012100_st"	"sme-miR-12-3p"
"5241"	"MIMAT0012101_st"	"sme-miR-13-5p"
"5242"	"MIMAT0003976_st"	"sme-miR-13-3p"
"5243"	"MIMAT0012102_st"	"sme-miR-745-5p"
"5244"	"MIMAT0003977_st"	"sme-miR-745-3p"
"5245"	"MIMAT0012103_st"	"sme-miR-746-5p"
"5246"	"MIMAT0003978_st"	"sme-miR-746-3p"
"5247"	"MIMAT0003979_st"	"sme-miR-31a-5p"
"5248"	"MIMAT0012104_st"	"sme-miR-31a-3p"
"5249"	"MIMAT0003980_st"	"sme-miR-31b-5p"
"5250"	"MIMAT0011413_st"	"sme-miR-31b-1-3p"
"5251"	"MIMAT0003981_st"	"sme-miR-36a-5p"
"5252"	"MIMAT0003982_st"	"sme-miR-36a-3p"
"5253"	"MIMAT0012105_st"	"sme-miR-61a-5p"
"5254"	"MIMAT0003983_st"	"sme-miR-61a-3p"
"5255"	"MIMAT0003984_st"	"sme-miR-71a-5p"
"5256"	"MIMAT0012106_st"	"sme-miR-71a-1-3p"
"5257"	"MIMAT0013772_st"	"sme-miR-71a-2-3p"
"5258"	"MIMAT0003985_st"	"sme-miR-71b-5p"
"5259"	"MIMAT0003986_st"	"sme-miR-71b-3p"
"5260"	"MIMAT0003987_st"	"sme-miR-71c-5p"
"5261"	"MIMAT0012107_st"	"sme-miR-71c-3p"
"5262"	"MIMAT0012108_st"	"sme-miR-79-5p"
"5263"	"MIMAT0003988_st"	"sme-miR-79-3p"
"5264"	"MIMAT0012109_st"	"sme-miR-87a-5p"
"5265"	"MIMAT0003989_st"	"sme-miR-87a-3p"
"5266"	"MIMAT0012110_st"	"sme-miR-87b-5p"
"5267"	"MIMAT0003990_st"	"sme-miR-87b-3p"
"5268"	"MIMAT0012111_st"	"sme-miR-92-5p"
"5269"	"MIMAT0003991_st"	"sme-miR-92-3p"
"5270"	"MIMAT0012112_st"	"sme-miR-124a-5p"
"5271"	"MIMAT0003992_st"	"sme-miR-124a-3p"
"5272"	"MIMAT0012113_st"	"sme-miR-124b-5p"
"5273"	"MIMAT0003993_st"	"sme-miR-124b-3p"
"5274"	"MIMAT0003994_st"	"sme-miR-124c-1-5p"
"5275"	"MIMAT0003995_st"	"sme-miR-124c-3p"
"5276"	"MIMAT0003996_st"	"sme-miR-125a-5p"
"5277"	"MIMAT0003997_st"	"sme-miR-125a-3p"
"5278"	"MIMAT0003998_st"	"sme-miR-125b-5p"
"5279"	"MIMAT0012114_st"	"sme-miR-125b-3p"
"5280"	"MIMAT0012115_st"	"sme-miR-133b-5p"
"5281"	"MIMAT0003999_st"	"sme-miR-133b-3p"
"5282"	"MIMAT0012116_st"	"sme-miR-184-5p"
"5283"	"MIMAT0004000_st"	"sme-miR-184-3p"
"5284"	"MIMAT0004001_st"	"sme-miR-190a-5p"
"5285"	"MIMAT0004002_st"	"sme-miR-190a-3p"
"5286"	"MIMAT0004003_st"	"sme-miR-190b-5p"
"5287"	"MIMAT0004004_st"	"sme-miR-190b-3p"
"5288"	"MIMAT0004005_st"	"sme-miR-747-5p"
"5289"	"MIMAT0012117_st"	"sme-miR-747-3p"
"5290"	"MIMAT0004006_st"	"sme-miR-219-5p"
"5291"	"MIMAT0012118_st"	"sme-miR-219-3p"
"5292"	"MIMAT0012119_st"	"sme-miR-277a-5p"
"5293"	"MIMAT0004007_st"	"sme-miR-277a-3p"
"5294"	"MIMAT0004008_st"	"sme-miR-277b-5p"
"5295"	"MIMAT0004009_st"	"sme-miR-277b-3p"
"5296"	"MIMAT0012120_st"	"sme-miR-277c-5p"
"5297"	"MIMAT0004010_st"	"sme-miR-277c-3p"
"5298"	"MIMAT0012121_st"	"sme-miR-278-5p"
"5299"	"MIMAT0004011_st"	"sme-miR-278-3p"
"5300"	"MIMAT0004012_st"	"sme-miR-281-5p"
"5301"	"MIMAT0004013_st"	"sme-miR-281-3p"
"5302"	"MIMAT0012122_st"	"sme-miR-67-5p"
"5303"	"MIMAT0004014_st"	"sme-miR-67-3p"
"5304"	"MIMAT0012123_st"	"sme-miR-748-5p"
"5305"	"MIMAT0004015_st"	"sme-miR-748-3p"
"5306"	"MIMAT0004016_st"	"sme-miR-749"
"5307"	"MIMAT0012124_st"	"sme-miR-750-5p"
"5308"	"MIMAT0004017_st"	"sme-miR-750-3p"
"5309"	"MIMAT0004018_st"	"sme-miR-751"
"5310"	"MIMAT0012125_st"	"sme-miR-752-5p"
"5311"	"MIMAT0004019_st"	"sme-miR-752-3p"
"5312"	"MIMAT0004020_st"	"sme-miR-753a"
"5313"	"MIMAT0004021_st"	"sme-miR-754a"
"5314"	"MIMAT0004022_st"	"sme-miR-755-5p"
"5315"	"MIMAT0012126_st"	"sme-miR-755-3p"
"5316"	"MIMAT0004023_st"	"sme-miR-756-5p"
"5317"	"MIMAT0012127_st"	"sme-miR-756-3p"
"5318"	"MIMAT0012128_st"	"sme-miR-277d-5p"
"5319"	"MIMAT0004024_st"	"sme-miR-277d-3p"
"5320"	"MIMAT0004219_st"	"cel-miR-784-5p"
"5321"	"MIMAT0020347_st"	"cel-miR-784-3p"
"5322"	"MIMAT0004220_st"	"cel-miR-785"
"5323"	"MIMAT0015239_st"	"cel-miR-786-5p"
"5324"	"MIMAT0004221_st"	"cel-miR-786-3p"
"5325"	"MIMAT0020348_st"	"cel-miR-787-5p"
"5326"	"MIMAT0004222_st"	"cel-miR-787-3p"
"5327"	"MIMAT0004223_st"	"cel-miR-788-5p"
"5328"	"MIMAT0015240_st"	"cel-miR-788-3p"
"5329"	"MIMAT0004224_st"	"cel-miR-789"
"5330"	"MIMAT0004225_st"	"cel-miR-790-5p"
"5331"	"MIMAT0020349_st"	"cel-miR-790-3p"
"5332"	"MIMAT0020350_st"	"cel-miR-791-5p"
"5333"	"MIMAT0004226_st"	"cel-miR-791-3p"
"5334"	"MIMAT0020351_st"	"cel-miR-792-5p"
"5335"	"MIMAT0004227_st"	"cel-miR-792-3p"
"5336"	"MIMAT0004228_st"	"cel-miR-793"
"5337"	"MIMAT0004229_st"	"cel-miR-794-5p"
"5338"	"MIMAT0020352_st"	"cel-miR-794-3p"
"5339"	"MIMAT0004230_st"	"cel-miR-795-5p"
"5340"	"MIMAT0020353_st"	"cel-miR-795-3p"
"5341"	"MIMAT0004231_st"	"cel-miR-796"
"5342"	"MIMAT0004232_st"	"cel-miR-797-5p"
"5343"	"MIMAT0015241_st"	"cel-miR-797-3p"
"5344"	"MIMAT0004233_st"	"cel-miR-798"
"5345"	"MIMAT0004234_st"	"cel-miR-799"
"5346"	"MIMAT0020354_st"	"cel-miR-800-5p"
"5347"	"MIMAT0004235_st"	"cel-miR-800-3p"
"5348"	"MIMAT0004210_st"	"mmu-miR-804"
"5349"	"MIMAT0017262_st"	"mmu-miR-741-5p"
"5350"	"MIMAT0004236_st"	"mmu-miR-741-3p"
"5351"	"MIMAT0004838_st"	"mmu-miR-742-5p"
"5352"	"MIMAT0004237_st"	"mmu-miR-742-3p"
"5353"	"MIMAT0017263_st"	"mmu-miR-743a-5p"
"5354"	"MIMAT0004238_st"	"mmu-miR-743a-3p"
"5355"	"MIMAT0004045_st"	"osa-miR810a"
"5356"	"MIMAT0004049_st"	"osa-miR812a"
"5357"	"MIMAT0004050_st"	"osa-miR812b"
"5358"	"MIMAT0004051_st"	"osa-miR812c"
"5359"	"MIMAT0004052_st"	"osa-miR812d"
"5360"	"MIMAT0004053_st"	"osa-miR812e"
"5361"	"MIMAT0004055_st"	"osa-miR814a"
"5362"	"MIMAT0004056_st"	"osa-miR814b"
"5363"	"MIMAT0004057_st"	"osa-miR814c"
"5364"	"MIMAT0004058_st"	"osa-miR815a"
"5365"	"MIMAT0004059_st"	"osa-miR815b"
"5366"	"MIMAT0004060_st"	"osa-miR815c"
"5367"	"MIMAT0004061_st"	"osa-miR816"
"5368"	"MIMAT0004062_st"	"osa-miR817"
"5369"	"MIMAT0004063_st"	"osa-miR818a"
"5370"	"MIMAT0004064_st"	"osa-miR818b"
"5371"	"MIMAT0004065_st"	"osa-miR818c"
"5372"	"MIMAT0004066_st"	"osa-miR818d"
"5373"	"MIMAT0004067_st"	"osa-miR818e"
"5374"	"MIMAT0004079_st"	"osa-miR820a"
"5375"	"MIMAT0004080_st"	"osa-miR820b"
"5376"	"MIMAT0004081_st"	"osa-miR820c"
"5377"	"MIMAT0004082_st"	"osa-miR821a"
"5378"	"MIMAT0004083_st"	"osa-miR821b"
"5379"	"MIMAT0004084_st"	"osa-miR821c"
"5380"	"MIMAT0026647_st"	"mdo-miR-1-1-5p"
"5381"	"MIMAT0004085_st"	"mdo-miR-1-3p"
"5382"	"MIMAT0004086_st"	"mdo-miR-7"
"5383"	"MIMAT0004087_st"	"mdo-miR-9a-5p"
"5384"	"MIMAT0004088_st"	"mdo-miR-9a-3p"
"5385"	"MIMAT0004089_st"	"mdo-miR-10a-5p"
"5386"	"MIMAT0026648_st"	"mdo-miR-10a-3p"
"5387"	"MIMAT0004090_st"	"mdo-miR-10b-5p"
"5388"	"MIMAT0026649_st"	"mdo-miR-10b-3p"
"5389"	"MIMAT0004091_st"	"mdo-miR-21-5p"
"5390"	"MIMAT0026650_st"	"mdo-miR-21-3p"
"5391"	"MIMAT0026651_st"	"mdo-miR-22-5p"
"5392"	"MIMAT0004092_st"	"mdo-miR-22-3p"
"5393"	"MIMAT0004093_st"	"mdo-miR-30a-5p"
"5394"	"MIMAT0026652_st"	"mdo-miR-30a-3p"
"5395"	"MIMAT0004094_st"	"mdo-miR-31-5p"
"5396"	"MIMAT0026653_st"	"mdo-miR-31-3p"
"5397"	"MIMAT0004095_st"	"mdo-miR-32-5p"
"5398"	"MIMAT0026654_st"	"mdo-miR-32-3p"
"5399"	"MIMAT0004096_st"	"mdo-miR-34a-5p"
"5400"	"MIMAT0026655_st"	"mdo-miR-34a-3p"
"5401"	"MIMAT0004097_st"	"mdo-miR-100-5p"
"5402"	"MIMAT0026656_st"	"mdo-miR-100-3p"
"5403"	"MIMAT0026657_st"	"mdo-miR-101-2-5p"
"5404"	"MIMAT0004098_st"	"mdo-miR-101-3p"
"5405"	"MIMAT0031076_st"	"mdo-miR-101-1-5p"
"5406"	"MIMAT0026658_st"	"mdo-miR-103-1-5p"
"5407"	"MIMAT0004099_st"	"mdo-miR-103-3p"
"5408"	"MIMAT0031097_st"	"mdo-miR-103-2-5p"
"5409"	"MIMAT0004100_st"	"mdo-miR-107"
"5410"	"MIMAT0004101_st"	"mdo-miR-122-5p"
"5411"	"MIMAT0026659_st"	"mdo-miR-122-3p"
"5412"	"MIMAT0026660_st"	"mdo-miR-124a-5p"
"5413"	"MIMAT0004102_st"	"mdo-miR-124a-3p"
"5414"	"MIMAT0004103_st"	"mdo-miR-125b-5p"
"5415"	"MIMAT0026661_st"	"mdo-miR-125b-1-3p"
"5416"	"MIMAT0031106_st"	"mdo-miR-125b-2-3p"
"5417"	"MIMAT0026662_st"	"mdo-miR-128a-5p"
"5418"	"MIMAT0004104_st"	"mdo-miR-128a-3p"
"5419"	"MIMAT0004105_st"	"mdo-miR-129-5p"
"5420"	"MIMAT0026663_st"	"mdo-miR-129-3p"
"5421"	"MIMAT0026664_st"	"mdo-miR-130a-5p"
"5422"	"MIMAT0004106_st"	"mdo-miR-130a-3p"
"5423"	"MIMAT0026665_st"	"mdo-miR-133a-1-5p"
"5424"	"MIMAT0004107_st"	"mdo-miR-133a-3p"
"5425"	"MIMAT0004108_st"	"mdo-miR-135a-5p"
"5426"	"MIMAT0026666_st"	"mdo-miR-135a-3p"
"5427"	"MIMAT0004109_st"	"mdo-miR-135b-5p"
"5428"	"MIMAT0026667_st"	"mdo-miR-135b-3p"
"5429"	"MIMAT0004110_st"	"mdo-miR-137a"
"5430"	"MIMAT0004111_st"	"mdo-miR-138"
"5431"	"MIMAT0004112_st"	"mdo-miR-142"
"5432"	"MIMAT0026668_st"	"mdo-miR-143-5p"
"5433"	"MIMAT0004113_st"	"mdo-miR-143-3p"
"5434"	"MIMAT0026669_st"	"mdo-miR-144-5p"
"5435"	"MIMAT0004114_st"	"mdo-miR-144-3p"
"5436"	"MIMAT0004115_st"	"mdo-miR-451"
"5437"	"MIMAT0004116_st"	"mdo-miR-145-5p"
"5438"	"MIMAT0026670_st"	"mdo-miR-145-3p"
"5439"	"MIMAT0026671_st"	"mdo-miR-152-5p"
"5440"	"MIMAT0004117_st"	"mdo-miR-152-3p"
"5441"	"MIMAT0004118_st"	"mdo-miR-182-5p"
"5442"	"MIMAT0026672_st"	"mdo-miR-182-3p"
"5443"	"MIMAT0026673_st"	"mdo-miR-184-5p"
"5444"	"MIMAT0004119_st"	"mdo-miR-184-3p"
"5445"	"MIMAT0026674_st"	"mdo-miR-187-5p"
"5446"	"MIMAT0004120_st"	"mdo-miR-187-3p"
"5447"	"MIMAT0004154_st"	"mdo-miR-181a-5p"
"5448"	"MIMAT0031039_st"	"mdo-miR-181a-3-3p"
"5449"	"MIMAT0004122_st"	"mdo-miR-186-5p"
"5450"	"MIMAT0026676_st"	"mdo-miR-186-3p"
"5451"	"MIMAT0026677_st"	"mdo-miR-193a-5p"
"5452"	"MIMAT0004123_st"	"mdo-miR-193a-3p"
"5453"	"MIMAT0004124_st"	"mdo-miR-196b"
"5454"	"MIMAT0004125_st"	"mdo-miR-199b-1-5p"
"5455"	"MIMAT0026678_st"	"mdo-miR-199b-3p"
