"V1"	"V4"
"1122"	"MIMAT0000669_st"	"mmu-miR-221-3p"
"1123"	"MIMAT0017061_st"	"mmu-miR-222-5p"
"1124"	"MIMAT0000670_st"	"mmu-miR-222-3p"
"1125"	"MIMAT0000671_st"	"mmu-miR-224-5p"
"1126"	"MIMAT0017062_st"	"mmu-miR-224-3p"
"1127"	"MIMAT0017063_st"	"mmu-miR-29b-2-5p"
"1128"	"MIMAT0000672_st"	"mmu-miR-199b-5p"
"1129"	"MIMAT0004667_st"	"mmu-miR-199b-3p"
"1130"	"MIMAT0017064_st"	"mmu-miR-135a-2-3p"
"1131"	"MIMAT0017065_st"	"mmu-miR-19b-1-5p"
"1132"	"MIMAT0017066_st"	"mmu-miR-92a-1-5p"
"1133"	"MIMAT0004668_st"	"mmu-miR-138-1-3p"
"1134"	"MIMAT0000673_st"	"mmu-miR-181b-5p"
"1135"	"MIMAT0017067_st"	"mmu-miR-181b-1-3p"
"1136"	"MIMAT0000674_st"	"mmu-miR-181c-5p"
"1137"	"MIMAT0017068_st"	"mmu-miR-181c-3p"
"1138"	"MIMAT0004669_st"	"mmu-miR-125b-1-3p"
"1139"	"MIMAT0017069_st"	"mmu-miR-128-2-5p"
"1140"	"MIMAT0031095_st"	"hsa-miR-128-2-5p"
"1141"	"MIMAT0000677_st"	"mmu-miR-7a-5p"
"1142"	"MIMAT0004670_st"	"mmu-miR-7a-1-3p"
"1143"	"MIMAT0017070_st"	"mmu-miR-7a-2-3p"
"1144"	"MIMAT0000678_st"	"mmu-miR-7b-5p"
"1145"	"MIMAT0017071_st"	"mmu-miR-7b-3p"
"1146"	"MIMAT0000679_st"	"mmu-miR-217-5p"
"1147"	"MIMAT0017072_st"	"mmu-miR-217-3p"
"1148"	"MIMAT0004671_st"	"hsa-miR-194-3p"
"1149"	"MIMAT0017073_st"	"mmu-miR-194-2-3p"
"1150"	"MIMAT0000680_st"	"hsa-miR-106b-5p"
"1151"	"MIMAT0004672_st"	"hsa-miR-106b-3p"
"1152"	"MIMAT0004673_st"	"hsa-miR-29c-5p"
"1153"	"MIMAT0000681_st"	"hsa-miR-29c-3p"
"1154"	"MIMAT0004674_st"	"hsa-miR-30c-1-3p"
"1155"	"MIMAT0001620_st"	"hsa-miR-200a-5p"
"1156"	"MIMAT0000682_st"	"hsa-miR-200a-3p"
"1157"	"MIMAT0000683_st"	"hsa-miR-302a-5p"
"1158"	"MIMAT0000684_st"	"hsa-miR-302a-3p"
"1159"	"MIMAT0004675_st"	"hsa-miR-219a-2-3p"
"1160"	"MIMAT0022841_st"	"mmu-miR-219a-2-3p"
"1161"	"MIMAT0000685_st"	"hsa-miR-34b-5p"
"1162"	"MIMAT0004676_st"	"hsa-miR-34b-3p"
"1163"	"MIMAT0000686_st"	"hsa-miR-34c-5p"
"1164"	"MIMAT0004677_st"	"hsa-miR-34c-3p"
"1165"	"MIMAT0002890_st"	"hsa-miR-299-5p"
"1166"	"MIMAT0000687_st"	"hsa-miR-299-3p"
"1167"	"MIMAT0022696_st"	"hsa-miR-301a-5p"
"1168"	"MIMAT0000688_st"	"hsa-miR-301a-3p"
"1169"	"MIMAT0000689_st"	"hsa-miR-99b-5p"
"1170"	"MIMAT0004678_st"	"hsa-miR-99b-3p"
"1171"	"MIMAT0000690_st"	"hsa-miR-296-5p"
"1172"	"MIMAT0004679_st"	"hsa-miR-296-3p"
"1173"	"MIMAT0004680_st"	"hsa-miR-130b-5p"
"1174"	"MIMAT0000691_st"	"hsa-miR-130b-3p"
"1175"	"MIMAT0000692_st"	"hsa-miR-30e-5p"
"1176"	"MIMAT0000693_st"	"hsa-miR-30e-3p"
"1177"	"MIMAT0004681_st"	"hsa-miR-26a-2-3p"
"1178"	"MIMAT0000694_st"	"cbr-miR-72"
"1179"	"MIMAT0000695_st"	"cel-miR-353"
"1180"	"MIMAT0000696_st"	"cel-miR-354"
"1181"	"MIMAT0000697_st"	"cel-miR-355"
"1182"	"MIMAT0000698_st"	"cel-miR-356a"
"1183"	"MIMAT0020343_st"	"cel-miR-357-5p"
"1184"	"MIMAT0000699_st"	"cel-miR-357-3p"
"1185"	"MIMAT0015120_st"	"cel-miR-358-5p"
"1186"	"MIMAT0000700_st"	"cel-miR-358-3p"
"1187"	"MIMAT0000701_st"	"cel-miR-359"
"1188"	"MIMAT0015121_st"	"cel-miR-360-5p"
"1189"	"MIMAT0000702_st"	"cel-miR-360-3p"
"1190"	"MIMAT0000703_st"	"hsa-miR-361-5p"
"1191"	"MIMAT0004682_st"	"hsa-miR-361-3p"
"1192"	"MIMAT0000704_st"	"mmu-miR-361-5p"
"1193"	"MIMAT0017075_st"	"mmu-miR-361-3p"
"1194"	"MIMAT0000705_st"	"hsa-miR-362-5p"
"1195"	"MIMAT0004683_st"	"hsa-miR-362-3p"
"1196"	"MIMAT0000706_st"	"mmu-miR-362-5p"
"1197"	"MIMAT0004684_st"	"mmu-miR-362-3p"
"1198"	"MIMAT0003385_st"	"hsa-miR-363-5p"
"1199"	"MIMAT0000707_st"	"hsa-miR-363-3p"
"1200"	"MIMAT0017076_st"	"mmu-miR-363-5p"
"1201"	"MIMAT0000708_st"	"mmu-miR-363-3p"
"1202"	"MIMAT0009199_st"	"hsa-miR-365a-5p"
"1203"	"MIMAT0000710_st"	"hsa-miR-365a-3p"
"1204"	"MIMAT0017077_st"	"mmu-miR-365-1-5p"
"1205"	"MIMAT0000711_st"	"mmu-miR-365-3p"
"1206"	"MIMAT0022833_st"	"hsa-miR-365b-5p"
"1207"	"MIMAT0022834_st"	"hsa-miR-365b-3p"
"1208"	"MIMAT0000714_st"	"hsa-miR-302b-5p"
"1209"	"MIMAT0000715_st"	"hsa-miR-302b-3p"
"1210"	"MIMAT0000716_st"	"hsa-miR-302c-5p"
"1211"	"MIMAT0000717_st"	"hsa-miR-302c-3p"
"1212"	"MIMAT0004685_st"	"hsa-miR-302d-5p"
"1213"	"MIMAT0000718_st"	"hsa-miR-302d-3p"
"1214"	"MIMAT0004686_st"	"hsa-miR-367-5p"
"1215"	"MIMAT0000719_st"	"hsa-miR-367-3p"
"1216"	"MIMAT0022861_st"	"hsa-miR-376c-5p"
"1217"	"MIMAT0000720_st"	"hsa-miR-376c-3p"
"1218"	"MIMAT0001621_st"	"hsa-miR-369-5p"
"1219"	"MIMAT0000721_st"	"hsa-miR-369-3p"
"1220"	"MIMAT0026483_st"	"hsa-miR-370-5p"
"1221"	"MIMAT0000722_st"	"hsa-miR-370-3p"
"1222"	"MIMAT0004687_st"	"hsa-miR-371a-5p"
"1223"	"MIMAT0000723_st"	"hsa-miR-371a-3p"
"1224"	"MIMAT0026484_st"	"hsa-miR-372-5p"
"1225"	"MIMAT0000724_st"	"hsa-miR-372-3p"
"1226"	"MIMAT0000725_st"	"hsa-miR-373-5p"
"1227"	"MIMAT0000726_st"	"hsa-miR-373-3p"
"1228"	"MIMAT0000727_st"	"hsa-miR-374a-5p"
"1229"	"MIMAT0004688_st"	"hsa-miR-374a-3p"
"1230"	"MIMAT0000728_st"	"hsa-miR-375"
"1231"	"MIMAT0003386_st"	"hsa-miR-376a-5p"
"1232"	"MIMAT0000729_st"	"hsa-miR-376a-3p"
"1233"	"MIMAT0004689_st"	"hsa-miR-377-5p"
"1234"	"MIMAT0000730_st"	"hsa-miR-377-3p"
"1235"	"MIMAT0000731_st"	"hsa-miR-378a-5p"
"1236"	"MIMAT0000732_st"	"hsa-miR-378a-3p"
"1237"	"MIMAT0000733_st"	"hsa-miR-379-5p"
"1238"	"MIMAT0004690_st"	"hsa-miR-379-3p"
"1239"	"MIMAT0000734_st"	"hsa-miR-380-5p"
"1240"	"MIMAT0000735_st"	"hsa-miR-380-3p"
"1241"	"MIMAT0022862_st"	"hsa-miR-381-5p"
"1242"	"MIMAT0000736_st"	"hsa-miR-381-3p"
"1243"	"MIMAT0000737_st"	"hsa-miR-382-5p"
"1244"	"MIMAT0022697_st"	"hsa-miR-382-3p"
"1245"	"MIMAT0000738_st"	"hsa-miR-383-5p"
"1246"	"MIMAT0026485_st"	"hsa-miR-383-3p"
"1247"	"MIMAT0017078_st"	"mmu-miR-375-5p"
"1248"	"MIMAT0000739_st"	"mmu-miR-375-3p"
"1249"	"MIMAT0003387_st"	"mmu-miR-376a-5p"
"1250"	"MIMAT0000740_st"	"mmu-miR-376a-3p"
"1251"	"MIMAT0017079_st"	"mmu-miR-377-5p"
"1252"	"MIMAT0000741_st"	"mmu-miR-377-3p"
"1253"	"MIMAT0000742_st"	"mmu-miR-378a-5p"
"1254"	"MIMAT0003151_st"	"mmu-miR-378a-3p"
"1255"	"MIMAT0000743_st"	"mmu-miR-379-5p"
"1256"	"MIMAT0017080_st"	"mmu-miR-379-3p"
"1257"	"MIMAT0000744_st"	"mmu-miR-380-5p"
"1258"	"MIMAT0000745_st"	"mmu-miR-380-3p"
"1259"	"MIMAT0017081_st"	"mmu-miR-381-5p"
"1260"	"MIMAT0000746_st"	"mmu-miR-381-3p"
"1261"	"MIMAT0000747_st"	"mmu-miR-382-5p"
"1262"	"MIMAT0004691_st"	"mmu-miR-382-3p"
"1263"	"MIMAT0000748_st"	"mmu-miR-383-5p"
"1264"	"MIMAT0017082_st"	"mmu-miR-383-3p"
"1265"	"MIMAT0000749_st"	"cel-lsy-6"
"1266"	"MIMAT0004692_st"	"hsa-miR-340-5p"
"1267"	"MIMAT0000750_st"	"hsa-miR-340-3p"
"1268"	"MIMAT0004693_st"	"hsa-miR-330-5p"
"1269"	"MIMAT0000751_st"	"hsa-miR-330-3p"
"1270"	"MIMAT0026486_st"	"hsa-miR-328-5p"
"1271"	"MIMAT0000752_st"	"hsa-miR-328-3p"
"1272"	"MIMAT0004694_st"	"hsa-miR-342-5p"
"1273"	"MIMAT0000753_st"	"hsa-miR-342-3p"
"1274"	"MIMAT0004695_st"	"hsa-miR-337-5p"
"1275"	"MIMAT0000754_st"	"hsa-miR-337-3p"
"1276"	"MIMAT0004696_st"	"hsa-miR-323a-5p"
"1277"	"MIMAT0000755_st"	"hsa-miR-323a-3p"
"1278"	"MIMAT0000756_st"	"hsa-miR-326"
"1279"	"MIMAT0004697_st"	"hsa-miR-151a-5p"
"1280"	"MIMAT0000757_st"	"hsa-miR-151a-3p"
"1281"	"MIMAT0000758_st"	"hsa-miR-135b-5p"
"1282"	"MIMAT0004698_st"	"hsa-miR-135b-3p"
"1283"	"MIMAT0004699_st"	"hsa-miR-148b-5p"
"1284"	"MIMAT0000759_st"	"hsa-miR-148b-3p"
"1285"	"MIMAT0004700_st"	"hsa-miR-331-5p"
"1286"	"MIMAT0000760_st"	"hsa-miR-331-3p"
"1287"	"MIMAT0000761_st"	"hsa-miR-324-5p"
"1288"	"MIMAT0000762_st"	"hsa-miR-324-3p"
"1289"	"MIMAT0004701_st"	"hsa-miR-338-5p"
"1290"	"MIMAT0000763_st"	"hsa-miR-338-3p"
"1291"	"MIMAT0000764_st"	"hsa-miR-339-5p"
"1292"	"MIMAT0004702_st"	"hsa-miR-339-3p"
"1293"	"MIMAT0000765_st"	"hsa-miR-335-5p"
"1294"	"MIMAT0004703_st"	"hsa-miR-335-3p"
"1295"	"MIMAT0000766_st"	"mmu-miR-335-5p"
"1296"	"MIMAT0004704_st"	"mmu-miR-335-3p"
"1297"	"MIMAT0000767_st"	"cbr-lsy-6"
"1298"	"MIMAT0020344_st"	"cel-miR-392-5p"
"1299"	"MIMAT0000768_st"	"cel-miR-392-3p"
"1300"	"MIMAT0017083_st"	"mmu-miR-133b-5p"
"1301"	"MIMAT0000769_st"	"mmu-miR-133b-3p"
"1302"	"MIMAT0000770_st"	"hsa-miR-133b"
"1303"	"MIMAT0017084_st"	"mmu-miR-181b-2-3p"
"1304"	"MIMAT0000771_st"	"hsa-miR-325"
"1305"	"MIMAT0000772_st"	"hsa-miR-345-5p"
"1306"	"MIMAT0022698_st"	"hsa-miR-345-3p"
"1307"	"MIMAT0000773_st"	"hsa-miR-346"
"1308"	"MIMAT0000774_st"	"rno-let-7a-5p"
"1309"	"MIMAT0017085_st"	"rno-let-7a-1-3p"
"1310"	"MIMAT0017086_st"	"rno-let-7a-2-3p"
"1311"	"MIMAT0000775_st"	"rno-let-7b-5p"
"1312"	"MIMAT0004705_st"	"rno-let-7b-3p"
"1313"	"MIMAT0000776_st"	"rno-let-7c-5p"
"1314"	"MIMAT0017087_st"	"rno-let-7c-1-3p"
"1315"	"MIMAT0017088_st"	"rno-let-7c-2-3p"
"1316"	"MIMAT0000777_st"	"rno-let-7e-5p"
"1317"	"MIMAT0004706_st"	"rno-let-7e-3p"
"1318"	"MIMAT0000778_st"	"rno-let-7f-5p"
"1319"	"MIMAT0017089_st"	"rno-let-7f-1-3p"
"1320"	"MIMAT0017090_st"	"rno-let-7f-2-3p"
"1321"	"MIMAT0000779_st"	"rno-let-7i-5p"
"1322"	"MIMAT0004707_st"	"rno-let-7i-3p"
"1323"	"MIMAT0017091_st"	"rno-miR-7a-2-3p"
"1324"	"MIMAT0000780_st"	"rno-miR-7b"
"1325"	"MIMAT0000781_st"	"rno-miR-9a-5p"
"1326"	"MIMAT0004708_st"	"rno-miR-9a-3p"
"1327"	"MIMAT0000782_st"	"rno-miR-10a-5p"
"1328"	"MIMAT0004709_st"	"rno-miR-10a-3p"
"1329"	"MIMAT0000783_st"	"rno-miR-10b-5p"
"1330"	"MIMAT0017092_st"	"rno-miR-10b-3p"
"1331"	"MIMAT0000784_st"	"rno-miR-15b-5p"
"1332"	"MIMAT0017093_st"	"rno-miR-15b-3p"
"1333"	"MIMAT0000785_st"	"rno-miR-16-5p"
"1334"	"MIMAT0017094_st"	"rno-miR-16-3p"
"1335"	"MIMAT0000786_st"	"rno-miR-17-5p"
"1336"	"MIMAT0004710_st"	"rno-miR-17-1-3p"
"1337"	"MIMAT0000787_st"	"rno-miR-18a-5p"
"1338"	"MIMAT0017095_st"	"rno-miR-18a-3p"
"1339"	"MIMAT0017096_st"	"rno-miR-19b-1-5p"
"1340"	"MIMAT0000788_st"	"rno-miR-19b-3p"
"1341"	"MIMAT0017097_st"	"rno-miR-19b-2-5p"
"1342"	"MIMAT0017098_st"	"rno-miR-19a-5p"
"1343"	"MIMAT0000789_st"	"rno-miR-19a-3p"
"1344"	"MIMAT0000790_st"	"rno-miR-21-5p"
"1345"	"MIMAT0004711_st"	"rno-miR-21-3p"
"1346"	"MIMAT0003152_st"	"rno-miR-22-5p"
"1347"	"MIMAT0000791_st"	"rno-miR-22-3p"
"1348"	"MIMAT0004712_st"	"rno-miR-23a-5p"
"1349"	"MIMAT0000792_st"	"rno-miR-23a-3p"
"1350"	"MIMAT0017099_st"	"rno-miR-23b-5p"
"1351"	"MIMAT0000793_st"	"rno-miR-23b-3p"
"1352"	"MIMAT0003153_st"	"rno-miR-24-1-5p"
"1353"	"MIMAT0000794_st"	"rno-miR-24-3p"
"1354"	"MIMAT0005441_st"	"rno-miR-24-2-5p"
"1355"	"MIMAT0004713_st"	"rno-miR-25-5p"
"1356"	"MIMAT0000795_st"	"rno-miR-25-3p"
"1357"	"MIMAT0000796_st"	"rno-miR-26a-5p"
"1358"	"MIMAT0017100_st"	"rno-miR-26a-3p"
"1359"	"MIMAT0000797_st"	"rno-miR-26b-5p"
"1360"	"MIMAT0004714_st"	"rno-miR-26b-3p"
"1361"	"MIMAT0017101_st"	"rno-miR-27b-5p"
"1362"	"MIMAT0000798_st"	"rno-miR-27b-3p"
"1363"	"MIMAT0004715_st"	"rno-miR-27a-5p"
"1364"	"MIMAT0000799_st"	"rno-miR-27a-3p"
"1365"	"MIMAT0000800_st"	"rno-miR-28-5p"
"1366"	"MIMAT0004716_st"	"rno-miR-28-3p"
"1367"	"MIMAT0004717_st"	"rno-miR-29b-2-5p"
"1368"	"MIMAT0000801_st"	"rno-miR-29b-3p"
"1369"	"MIMAT0004718_st"	"rno-miR-29a-5p"
"1370"	"MIMAT0000802_st"	"rno-miR-29a-3p"
"1371"	"MIMAT0005445_st"	"rno-miR-29b-1-5p"
"1372"	"MIMAT0003154_st"	"rno-miR-29c-5p"
"1373"	"MIMAT0000803_st"	"rno-miR-29c-3p"
"1374"	"MIMAT0000804_st"	"rno-miR-30c-5p"
"1375"	"MIMAT0004719_st"	"rno-miR-30c-1-3p"
"1376"	"MIMAT0000805_st"	"rno-miR-30e-5p"
"1377"	"MIMAT0004720_st"	"rno-miR-30e-3p"
"1378"	"MIMAT0000806_st"	"rno-miR-30b-5p"
"1379"	"MIMAT0004721_st"	"rno-miR-30b-3p"
"1380"	"MIMAT0000807_st"	"rno-miR-30d-5p"
"1381"	"MIMAT0004722_st"	"rno-miR-30d-3p"
"1382"	"MIMAT0000808_st"	"rno-miR-30a-5p"
"1383"	"MIMAT0000809_st"	"rno-miR-30a-3p"
"1384"	"MIMAT0005442_st"	"rno-miR-30c-2-3p"
"1385"	"MIMAT0000810_st"	"rno-miR-31a-5p"
"1386"	"MIMAT0017102_st"	"rno-miR-31a-3p"
"1387"	"MIMAT0000811_st"	"rno-miR-32-5p"
"1388"	"MIMAT0017103_st"	"rno-miR-32-3p"
"1389"	"MIMAT0000812_st"	"rno-miR-33-5p"
"1390"	"MIMAT0017104_st"	"rno-miR-33-3p"
"1391"	"MIMAT0000813_st"	"rno-miR-34b-5p"
"1392"	"MIMAT0017105_st"	"rno-miR-34b-3p"
"1393"	"MIMAT0000814_st"	"rno-miR-34c-5p"
"1394"	"MIMAT0004723_st"	"rno-miR-34c-3p"
"1395"	"MIMAT0000815_st"	"rno-miR-34a-5p"
"1396"	"MIMAT0017106_st"	"rno-miR-34a-3p"
"1397"	"MIMAT0017107_st"	"rno-miR-92a-1-5p"
"1398"	"MIMAT0000816_st"	"rno-miR-92a-3p"
"1399"	"MIMAT0017108_st"	"rno-miR-92a-2-5p"
"1400"	"MIMAT0000817_st"	"rno-miR-93-5p"
"1401"	"MIMAT0017109_st"	"rno-miR-93-3p"
"1402"	"MIMAT0000818_st"	"rno-miR-96-5p"
"1403"	"MIMAT0017110_st"	"rno-miR-96-3p"
"1404"	"MIMAT0000819_st"	"rno-miR-98-5p"
"1405"	"MIMAT0017111_st"	"rno-miR-98-3p"
"1406"	"MIMAT0000820_st"	"rno-miR-99a-5p"
"1407"	"MIMAT0004724_st"	"rno-miR-99a-3p"
"1408"	"MIMAT0000821_st"	"rno-miR-99b-5p"
"1409"	"MIMAT0004725_st"	"rno-miR-99b-3p"
"1410"	"MIMAT0000822_st"	"rno-miR-100-5p"
"1411"	"MIMAT0017112_st"	"rno-miR-100-3p"
"1412"	"MIMAT0004726_st"	"rno-miR-101a-5p"
"1413"	"MIMAT0000823_st"	"rno-miR-101a-3p"
"1414"	"MIMAT0017113_st"	"rno-miR-103-2-5p"
"1415"	"MIMAT0000824_st"	"rno-miR-103-3p"
"1416"	"MIMAT0017114_st"	"rno-miR-103-1-5p"
"1417"	"MIMAT0000825_st"	"rno-miR-106b-5p"
"1418"	"MIMAT0004727_st"	"rno-miR-106b-3p"
"1419"	"MIMAT0017115_st"	"rno-miR-107-5p"
"1420"	"MIMAT0000826_st"	"rno-miR-107-3p"
"1421"	"MIMAT0000827_st"	"rno-miR-122-5p"
"1422"	"MIMAT0017116_st"	"rno-miR-122-3p"
"1423"	"MIMAT0004728_st"	"rno-miR-124-5p"
"1424"	"MIMAT0000828_st"	"rno-miR-124-3p"
"1425"	"MIMAT0000829_st"	"rno-miR-125a-5p"
"1426"	"MIMAT0004729_st"	"rno-miR-125a-3p"
"1427"	"MIMAT0000830_st"	"rno-miR-125b-5p"
"1428"	"MIMAT0004730_st"	"rno-miR-125b-1-3p"
"1429"	"MIMAT0026467_st"	"rno-miR-125b-2-3p"
"1430"	"MIMAT0000831_st"	"rno-miR-126a-5p"
"1431"	"MIMAT0000832_st"	"rno-miR-126a-3p"
"1432"	"MIMAT0017117_st"	"rno-miR-127-5p"
"1433"	"MIMAT0000833_st"	"rno-miR-127-3p"
"1434"	"MIMAT0017118_st"	"rno-miR-128-1-5p"
"1435"	"MIMAT0000834_st"	"rno-miR-128-3p"
"1436"	"MIMAT0017119_st"	"rno-miR-128-2-5p"
"1437"	"MIMAT0017120_st"	"rno-miR-129-1-3p"
"1438"	"MIMAT0017121_st"	"rno-miR-130a-5p"
"1439"	"MIMAT0000836_st"	"rno-miR-130a-3p"
"1440"	"MIMAT0017122_st"	"rno-miR-130b-5p"
"1441"	"MIMAT0000837_st"	"rno-miR-130b-3p"
"1442"	"MIMAT0017123_st"	"rno-miR-132-5p"
"1443"	"MIMAT0000838_st"	"rno-miR-132-3p"
"1444"	"MIMAT0017124_st"	"rno-miR-133a-5p"
"1445"	"MIMAT0000839_st"	"rno-miR-133a-3p"
"1446"	"MIMAT0000840_st"	"rno-miR-134-5p"
"1447"	"MIMAT0017125_st"	"rno-miR-134-3p"
"1448"	"MIMAT0000841_st"	"rno-miR-135a-5p"
"1449"	"MIMAT0004732_st"	"rno-miR-135a-3p"
"1450"	"MIMAT0000842_st"	"rno-miR-136-5p"
"1451"	"MIMAT0004733_st"	"rno-miR-136-3p"
"1452"	"MIMAT0017126_st"	"rno-miR-137-5p"
"1453"	"MIMAT0000843_st"	"rno-miR-137-3p"
"1454"	"MIMAT0000844_st"	"rno-miR-138-5p"
"1455"	"MIMAT0017127_st"	"rno-miR-138-2-3p"
"1456"	"MIMAT0004734_st"	"rno-miR-138-1-3p"
"1457"	"MIMAT0000845_st"	"rno-miR-139-5p"
"1458"	"MIMAT0004735_st"	"rno-miR-139-3p"
"1459"	"MIMAT0017128_st"	"rno-miR-141-5p"
"1460"	"MIMAT0000846_st"	"rno-miR-141-3p"
"1461"	"MIMAT0000847_st"	"rno-miR-142-5p"
"1462"	"MIMAT0000848_st"	"rno-miR-142-3p"
"1463"	"MIMAT0017129_st"	"rno-miR-143-5p"
"1464"	"MIMAT0000849_st"	"rno-miR-143-3p"
"1465"	"MIMAT0017130_st"	"rno-miR-144-5p"
"1466"	"MIMAT0000850_st"	"rno-miR-144-3p"
"1467"	"MIMAT0000851_st"	"rno-miR-145-5p"
"1468"	"MIMAT0017131_st"	"rno-miR-145-3p"
"1469"	"MIMAT0000852_st"	"rno-miR-146a-5p"
"1470"	"MIMAT0017132_st"	"rno-miR-146a-3p"
"1471"	"MIMAT0000853_st"	"rno-miR-150-5p"
"1472"	"MIMAT0017133_st"	"rno-miR-150-3p"
"1473"	"MIMAT0017134_st"	"rno-miR-152-5p"
"1474"	"MIMAT0000854_st"	"rno-miR-152-3p"
"1475"	"MIMAT0017135_st"	"rno-miR-153-5p"
"1476"	"MIMAT0000855_st"	"rno-miR-153-3p"
"1477"	"MIMAT0000856_st"	"rno-miR-154-5p"
"1478"	"MIMAT0017136_st"	"rno-miR-154-3p"
"1479"	"MIMAT0000857_st"	"rno-miR-181c-5p"
"1480"	"MIMAT0017137_st"	"rno-miR-181c-3p"
"1481"	"MIMAT0000858_st"	"rno-miR-181a-5p"
"1482"	"MIMAT0017138_st"	"rno-miR-181a-2-3p"
"1483"	"MIMAT0000859_st"	"rno-miR-181b-5p"
"1484"	"MIMAT0017139_st"	"rno-miR-181b-1-3p"
"1485"	"MIMAT0017140_st"	"rno-miR-181b-2-3p"
"1486"	"MIMAT0000860_st"	"rno-miR-183-5p"
"1487"	"MIMAT0017141_st"	"rno-miR-183-3p"
"1488"	"MIMAT0000861_st"	"rno-miR-184"
"1489"	"MIMAT0000862_st"	"rno-miR-185-5p"
"1490"	"MIMAT0017142_st"	"rno-miR-185-3p"
"1491"	"MIMAT0000863_st"	"rno-miR-186-5p"
"1492"	"MIMAT0017143_st"	"rno-miR-186-3p"
"1493"	"MIMAT0017144_st"	"rno-miR-187-5p"
"1494"	"MIMAT0000864_st"	"rno-miR-187-3p"
"1495"	"MIMAT0000865_st"	"rno-miR-190a-5p"
"1496"	"MIMAT0017145_st"	"rno-miR-190a-3p"
"1497"	"MIMAT0000866_st"	"rno-miR-191a-5p"
"1498"	"MIMAT0017146_st"	"rno-miR-191a-3p"
"1499"	"MIMAT0000867_st"	"rno-miR-192-5p"
"1500"	"MIMAT0017147_st"	"rno-miR-192-3p"
"1501"	"MIMAT0004736_st"	"rno-miR-193-5p"
"1502"	"MIMAT0000868_st"	"rno-miR-193-3p"
"1503"	"MIMAT0000869_st"	"rno-miR-194-5p"
"1504"	"MIMAT0017148_st"	"rno-miR-194-3p"
"1505"	"MIMAT0000870_st"	"rno-miR-195-5p"
"1506"	"MIMAT0017149_st"	"rno-miR-195-3p"
"1507"	"MIMAT0000871_st"	"rno-miR-196a-5p"
"1508"	"MIMAT0004737_st"	"rno-miR-196a-3p"
"1509"	"MIMAT0000872_st"	"rno-miR-199a-5p"
"1510"	"MIMAT0004738_st"	"rno-miR-199a-3p"
"1511"	"MIMAT0017150_st"	"rno-miR-200c-5p"
"1512"	"MIMAT0000873_st"	"rno-miR-200c-3p"
"1513"	"MIMAT0017151_st"	"rno-miR-200a-5p"
"1514"	"MIMAT0000874_st"	"rno-miR-200a-3p"
"1515"	"MIMAT0017152_st"	"rno-miR-200b-5p"
"1516"	"MIMAT0000875_st"	"rno-miR-200b-3p"
"1517"	"MIMAT0017153_st"	"rno-miR-203a-5p"
"1518"	"MIMAT0000876_st"	"rno-miR-203a-3p"
"1519"	"MIMAT0000877_st"	"rno-miR-204-5p"
"1520"	"MIMAT0004739_st"	"rno-miR-204-3p"
"1521"	"MIMAT0000878_st"	"rno-miR-205"
"1522"	"MIMAT0017154_st"	"rno-miR-206-5p"
"1523"	"MIMAT0000879_st"	"rno-miR-206-3p"
"1524"	"MIMAT0017155_st"	"rno-miR-208a-5p"
"1525"	"MIMAT0000880_st"	"rno-miR-208a-3p"
"1526"	"MIMAT0017156_st"	"rno-miR-210-5p"
"1527"	"MIMAT0000881_st"	"rno-miR-210-3p"
"1528"	"MIMAT0000882_st"	"rno-miR-211-5p"
"1529"	"MIMAT0017157_st"	"rno-miR-211-3p"
"1530"	"MIMAT0017158_st"	"rno-miR-212-5p"
"1531"	"MIMAT0000883_st"	"rno-miR-212-3p"
"1532"	"MIMAT0000884_st"	"rno-miR-181a-1-3p"
"1533"	"MIMAT0017159_st"	"rno-miR-214-5p"
"1534"	"MIMAT0000885_st"	"rno-miR-214-3p"
"1535"	"MIMAT0000886_st"	"rno-miR-216a-5p"
"1536"	"MIMAT0017160_st"	"rno-miR-216a-3p"
"1537"	"MIMAT0000887_st"	"rno-miR-217-5p"
"1538"	"MIMAT0017161_st"	"rno-miR-217-3p"
"1539"	"MIMAT0000888_st"	"rno-miR-218a-5p"
"1540"	"MIMAT0004740_st"	"rno-miR-218a-2-3p"
"1541"	"MIMAT0017162_st"	"rno-miR-218a-1-3p"
"1542"	"MIMAT0000889_st"	"rno-miR-219a-5p"
"1543"	"MIMAT0004741_st"	"rno-miR-219a-1-3p"
"1544"	"MIMAT0005446_st"	"rno-miR-219a-2-3p"
"1545"	"MIMAT0017163_st"	"rno-miR-221-5p"
"1546"	"MIMAT0000890_st"	"rno-miR-221-3p"
"1547"	"MIMAT0017164_st"	"rno-miR-222-5p"
"1548"	"MIMAT0000891_st"	"rno-miR-222-3p"
"1549"	"MIMAT0017165_st"	"rno-miR-223-5p"
"1550"	"MIMAT0000892_st"	"rno-miR-223-3p"
"1551"	"MIMAT0000893_st"	"rno-miR-290"
"1552"	"MIMAT0000894_st"	"rno-miR-291a-5p"
"1553"	"MIMAT0000895_st"	"rno-miR-291a-3p"
"1554"	"MIMAT0000896_st"	"rno-miR-292-5p"
"1555"	"MIMAT0000897_st"	"rno-miR-292-3p"
"1556"	"MIMAT0000898_st"	"rno-miR-296-5p"
"1557"	"MIMAT0004742_st"	"rno-miR-296-3p"
"1558"	"MIMAT0000899_st"	"rno-miR-297"
