Mixture	bladder	lymph_node	muscle	salivary_gland	spleen	testis	adipocyte	artery	bone	esophagus	skin	stomach	kidney	liver	nerve	lung	heart	bowel	brain	pancreas	pleurae	thyroid	vein	P-value	Correlation	RMSE
GSM1936869	0.0206697619109842	0.0475851581678551	0.0129556386915904	0	0	0	0.00270907056199611	0	0.0122095196775765	0.0330327382951084	0.0155975862513312	0	0	0.640233787875123	0.0225342082276551	0	0	0.141918027041846	0	0.0345196087458056	0	0.0160348945531276	0	9999	0.233501024901869	1.06342744747751
GSM1936870	0.0277793394738821	0.235309967011659	0.0188465321623591	0.072085359752355	0	0.000278048378939505	0.238310608053414	0	0.0212353354392204	0.0281341642883685	0	0	0	0.327662335934856	0.00879070974818064	0	0	0	0.0211826306809363	0	0	0.000384969075829252	0	9999	0.344481920126063	0.937715798444223
GSM1936871	0.0258042069693987	0.0630302998058755	0.021201121964527	0.0880185313715001	0	0.00425978643752606	0.16034995398876	0	0.00511015218968829	0.00128823436395511	0	0	0	0.597576070744948	0.0261854608691457	0	0	0	0.00717618129467575	0	0	0	0	9999	0.781701442617068	0.658831075500002
GSM1936872	0	0.261523873340595	0.0336908012818193	0	0	0.0171005703214251	0.327830469524895	0	0.0118584289478079	0.166193968396847	0	0	0	0.025595708533162	0	0.114566623345647	0	0	0.0134912118142074	0.00944238538766367	0	0	0.0187059591059311	9999	-0.0191454035699825	1.10253689071203
GSM1936873	0	0.0122580052611621	0.0145511475170917	0	0	0	0.139350553141422	0	0.0108861844234634	0.12040478462457	0	0	0	0.490363888120004	0.018914853092764	0	0	0.130447405838989	0	0.0538021553668489	0	0.00902102261368523	0	9999	0.12580088429115	1.09819916747099
GSM1936874	0.0284386629862291	0.0449061702776808	0.0239037980844281	0.103109249448053	0	0.00821750163358997	0.253811189277346	0	0.0167878544841203	0	0	0	0	0.493122998135523	0.0124328755412229	0	0	0	0.015269700131807	0	0	0	0	9999	0.458431533122369	0.886821916916234
GSM1936875	0.0186872847700278	0.0420913450714753	0.0199913630897591	0.0834764559608743	0	0	0.320601247169584	0	0.0451901218786338	0	0	0.124197419043491	0	0.0936033402261896	0.0527599080354371	0.182283988011077	0	0	0.017117526743451	0	0	0	0	9999	-0.00182467718608813	1.10845770388029
GSM1936876	0.0391658769371734	0.182147724862361	0.0145004519520705	0.082815676922445	0	0.00215786366089237	0.180444174917561	0	0.0163824224714684	0.0070941421658305	0	0	0	0.445479068458661	0.014688899633269	0	0	0	0.0151236980182681	0	0	0	0	9999	0.576666687172614	0.82233755014408
GSM1936877	0.0074160477475606	0.191111201276702	0.0141210308587328	0	0	0	0.165811773391025	0	0.0299817131967487	0.0786379443721839	0	0	0	0.478057091255871	0.0303851271918429	0	0	0	0	0	0	0.00447807070933409	0	9999	0.432576835840493	0.901830235968713
GSM1936878	0.0473190389634664	0.173375777401909	0.0142536781954437	0	0	0	0.140483619403235	0.000374289096125408	0.0161288318288443	0.0473106149135105	0	0	0.00626858998615638	0.540146164976275	0.0078906834118248	0	0	0	0	0	0	0.00644871182320953	0	9999	0.645181995184561	0.765883479648202
GSM1936879	0	0.37484749568741	0.000228293102389118	0	0	0.000479135761522055	0.296884619215642	0	0	0.135871910699072	0	0.00887008454714523	0	0.07479977441787	0	0.0885798377682047	0	0	0.0194388488007451	0	0	0	0	9999	0.00633374116622683	1.07793314817186
GSM1936880	0.0100423606891161	0.188861856750125	0.013039787871423	0.0238811706516917	0	0	0.206511836559199	0	0.0278430950994559	0.113047290204489	0	0	0	0.350793767568274	0.0198875435065596	0	0	0.0294051366411842	0.00904751526098162	0	0	0.00763863919750037	0	9999	0.155943825439591	1.03466937917479
GSM1936881	0.0120445798958328	0.355530362825156	0	0	0	0	0.226966409203051	0	0.00875014943659602	0.0965568878245177	0	0.00591945336825818	0	0.0865538592970839	0	0.200429973533309	0	0	0.00724832461619497	0	0	0	0	9999	0.00212656334350525	1.07933468542736
GSM1936882	0.0026246400259756	0	0.0225497639961078	0	0	0	0.188373225933923	0	0.00905709565580334	0.0401080386656429	0.0006624617459428	0	0	0.612857938189091	0.0184001182053247	0	0	0.0703036370144708	0	0.0278716568791036	0	0.00719142368861502	0	9999	0.573070996219298	0.817805899432561
